TestCaseID,API,Method,Endpoint,Category,Preconditions,Input,ExpectedResult,Priority,Source,AuditStatus,AuditReasoning,ActualResult,PassFail,BugRef,Notes
TC-CART-023,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 0, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,"FR-15 price > 0 is product CRUD, not POST /api/cart.",,,,"Sub-domains: C-PRICE-02, C-ID-01, C-QTY-02, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-023.md"
TC-CART-024,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": -1, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,Negative cart price is not specified. FR-15 is the product-admin rule.,,,,"Sub-domains: C-PRICE-03, C-ID-01, C-QTY-02, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-024.md"
TC-CART-025,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""quantity"": 2}}",price is not specified as required on POST /api/cart. Do not expect rejection. Observe whether a cart line is added and what price (if any) is stored. Do not apply FR-15 (product CRUD price > 0) to this endpoint.,Medium,AI,INVALID,C-PRICE-04: the API example includes price. Neither FR-07 nor api_specification.md says price is mandatory on every POST /api/cart. Required-on-body was assumed.,,,,"Sub-domains: C-PRICE-04, C-ID-01, C-QTY-02 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-025.md"
TC-CART-026,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": ""30000000"", ""quantity"": 2}}","No type-coercion rule is specified. Do not expect accept, reject, or a particular coerced value. Record actual behaviour.",Low,AI,INCOMPLETE,Price type coercion is not specified.,,,,"Sub-domains: C-PRICE-05, C-ID-01, C-QTY-02 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-026.md"
TC-CART-027,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": null, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,price=null is not specified as invalid.,,,,"Sub-domains: C-PRICE-06, C-ID-01, C-QTY-02 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-027.md"
TC-CART-028,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 1, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,FR-08 forbids trusting client total_amount at checkout. It does not say POST /api/cart must match catalogue price.,,,,"Sub-domains: C-PRICE-07, C-ID-01, C-QTY-02 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-028.md"
TC-CART-029,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": """", ""price"": 30000000, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,Empty cart line name is not specified as invalid.,,,,"Sub-domains: C-NAME-02, C-ID-01, C-QTY-02 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-029.md"
TC-CART-030,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""price"": 30000000, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,"name is in the example, not stated as required.",,,,"Sub-domains: C-NAME-03, C-ID-01, C-QTY-02 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-030.md"
TC-CART-031,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""Not This Product"", ""price"": 30000000, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,No rule says client name must match the catalogue for id.,,,,"Sub-domains: C-NAME-04, C-ID-01, C-QTY-02 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-031.md"
TC-CART-032,AddToCart,POST,/api/cart,DomainPartition,EShop backend is running at http://localhost:3000. | Do not send a token.,"{""headers"": {""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",POST /api/cart requires Authorization: Bearer <token> (API spec §4). No cart line is added for this caller. HTTP status is not specified.,High,AI,INCOMPLETE,Auth is required (API spec §4). HTTP 401 is not specified.,,,,Sub-domains: C-AUTH-03 | Type=Invalid | File=tests/test-cases/cart/TC-CART-032.md
TC-CART-033,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer "", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",POST /api/cart requires Authorization: Bearer <token> (API spec §4). No cart line is added for this caller. HTTP status is not specified.,High,AI,INCOMPLETE,Empty token is not a valid JWT. HTTP 401 is not specified.,,,,Sub-domains: C-AUTH-04 | Type=Invalid | File=tests/test-cases/cart/TC-CART-033.md
TC-CART-034,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer not-a-jwt"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",POST /api/cart requires Authorization: Bearer <token> (API spec §4). No cart line is added for this caller. HTTP status is not specified.,High,AI,INCOMPLETE,Malformed token is not a valid JWT. HTTP 403/401 is not specified.,,,,Sub-domains: C-AUTH-05 | Type=Invalid | File=tests/test-cases/cart/TC-CART-034.md
TC-CART-035,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": """"}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,Empty body is not specified as invalid.,,,,"Sub-domains: C-BODY-02, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-035.md"
TC-CART-036,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": ""{id:""}",The body is not the documented JSON object. Do not treat this payload as a successful add. HTTP status is not specified.,Medium,AI,INCOMPLETE,Body is documented as JSON. Malformed text is not JSON. HTTP 400 is not specified.,,,,"Sub-domains: C-BODY-03, C-AUTH-01 | Type=Invalid | File=tests/test-cases/cart/TC-CART-036.md"
TC-CART-037,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": [{""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}]}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,A JSON array is not stated as a rejected shape.,,,,"Sub-domains: C-BODY-04, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-037.md"
TC-CART-038,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2, ""color"": ""red""}}",Extra-field handling is not specified. Documented fields may still update. Do not assert how the extra field is stored or rejected.,Low,AI,INCOMPLETE,Extra-field policy is not specified. Asserting color must not affect merge/price invents a rule.,,,,"Sub-domains: C-BODY-05, C-ID-01, C-QTY-02 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-038.md"
TC-CART-039,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""text/plain""}, ""body"": ""{\""id\"": 1, \""name\"": \""iPhone 15 Pro Max\"", \""price\"": 30000000, \""quantity\"": 2}""}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Low,AI,INVALID,Content-Type is not specified.,,,,"Sub-domains: C-BODY-06, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-039.md"
TC-ADMINUSERS-001,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | Create a disposable user to delete: POST /api/register with a unique email (e.g. del.<timestamp>@example.com), password Password123!, name Disposable User. | Note disposable_user_id from the register response (or GET /api/admin/users). | Do not use seed test@eshop.com as the success-path victim if later tests still need that account.","{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""<disposable_user_id>""}}",The disposable user is absent from a subsequent GET /api/admin/users. The caller's own account still exists. GET /api/admin/users must not include passwords (FR-19). Success HTTP status/body are not specified.,High,AI,VALID,FR-19: admin may delete users other than the currently logged-in account. FR-12: caller is admin with JWT.,,,,"Sub-domains: A-ID-01, A-AUTH-01, A-ROLE-01, A-REL-01 | Type=Valid | File=tests/test-cases/admin-users/TC-ADMINUSERS-001.md"
TC-ADMINUSERS-002,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | Resolve admin_self_id from GET /api/users/me (seed admin is id=1 on a fresh DB).,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""<admin_self_id>""}}",The admin's own account still exists (GET /api/users/me and GET /api/admin/users). HTTP status is not specified.,High,AI,INCOMPLETE,FR-19 forbids deleting the currently logged-in account. Generated HTTP 403/400 is not specified.,,,,"Sub-domains: A-ID-02, A-REL-02, A-AUTH-01, A-ROLE-01 | Type=Invalid | File=tests/test-cases/admin-users/TC-ADMINUSERS-002.md"
TC-ADMINUSERS-003,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": 0}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,id=0 is not specified as invalid. Only self-delete is forbidden in FR-19.,,,,"Sub-domains: A-ID-03, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-003.md"
TC-ADMINUSERS-004,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": -1}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,Negative id is not specified as invalid.,,,,"Sub-domains: A-ID-04, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-004.md"
TC-ADMINUSERS-005,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": 99999}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,Missing-user / HTTP 404 is not specified.,,,,"Sub-domains: A-ID-05, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-005.md"
TC-ADMINUSERS-006,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""abc""}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,Non-numeric path id is not specified as invalid.,,,,"Sub-domains: A-ID-06, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-006.md"
TC-ADMINUSERS-007,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""1.5""}}","No id-format rule is stated. Do not expect 400/404. If this path is treated as the caller's own id, FR-19: that account must not be deleted.",High,AI,INVALID,"Non-integer path id is not specified. 'Must not coerce to 1' was invented. If the SUT resolves this path to the caller's id, FR-19 then applies.",,,,"Sub-domains: A-ID-07, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-007.md"
TC-ADMINUSERS-008,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": """"}}",Empty path is not specified for this operation. Do not expect a particular status. User list must not lose an arbitrary user as a side effect of this call.,Medium,AI,INCOMPLETE,DELETE /api/admin/users/ may be a different route than /:id. Generated 'not a successful delete' assumed routing. No id-empty rule is written.,,,,"Sub-domains: A-ID-08, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-008.md"
TC-ADMINUSERS-009,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | Create a disposable user to delete: POST /api/register with a unique email (e.g. del.<timestamp>@example.com), password Password123!, name Disposable User. | Note disposable_user_id from the register response (or GET /api/admin/users). | Do not use seed test@eshop.com as the success-path victim if later tests still need that account. | DELETE /api/admin/users/{disposable_user_id} once (must succeed). | GET /api/admin/users confirms the user is gone.","{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""<deleted_id>""}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,Repeat delete / 404 is not specified.,,,,"Sub-domains: A-ID-09, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-009.md"
TC-ADMINUSERS-010,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | ⚠️ Spec forbids only self-delete; deleting another admin is not forbidden in text. | Create a second admin if the SUT allows it; otherwise skip and mark Blocked with reason.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""<other_admin_id>""}}",Spec forbids only deleting the currently logged-in account. Outcome for another admin is not specified. Do not expect success or failure. Blocked if a second admin cannot be created.,Low,AI,INCOMPLETE,FR-19 forbids only self-delete. Expecting 200 for deleting another admin invents a success rule; expecting reject would also invent a rule.,,,,"Sub-domains: A-ID-10, A-REL-01, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-010.md"
TC-ADMINUSERS-011,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | Create a disposable user to delete: POST /api/register with a unique email (e.g. del.<timestamp>@example.com), password Password123!, name Disposable User. | Note disposable_user_id from the register response (or GET /api/admin/users). | Do not use seed test@eshop.com as the success-path victim if later tests still need that account. | Do not send a token.","{""headers"": {}, ""path"": {""id"": ""<disposable_user_id>""}}",DELETE /api/admin/users/:id requires a valid JWT and role=admin (API spec §6; FR-12; SEC-02; SEC-03). The target user must still exist afterwards. HTTP status is not specified.,High,AI,INCOMPLETE,Admin API requires a token (API spec §6; FR-12; SEC-02). HTTP 401 is not specified.,,,,Sub-domains: A-AUTH-02 | Type=Invalid | File=tests/test-cases/admin-users/TC-ADMINUSERS-011.md
TC-ADMINUSERS-012,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | Create a disposable user to delete: POST /api/register with a unique email (e.g. del.<timestamp>@example.com), password Password123!, name Disposable User. | Note disposable_user_id from the register response (or GET /api/admin/users). | Do not use seed test@eshop.com as the success-path victim if later tests still need that account.","{""headers"": {""Authorization"": ""Bearer ""}, ""path"": {""id"": ""<disposable_user_id>""}}",DELETE /api/admin/users/:id requires a valid JWT and role=admin (API spec §6; FR-12; SEC-02; SEC-03). The target user must still exist afterwards. HTTP status is not specified.,High,AI,INCOMPLETE,Empty token is not a valid JWT. HTTP 401 is not specified.,,,,Sub-domains: A-AUTH-03 | Type=Invalid | File=tests/test-cases/admin-users/TC-ADMINUSERS-012.md
TC-ADMINUSERS-013,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | Create a disposable user to delete: POST /api/register with a unique email (e.g. del.<timestamp>@example.com), password Password123!, name Disposable User. | Note disposable_user_id from the register response (or GET /api/admin/users). | Do not use seed test@eshop.com as the success-path victim if later tests still need that account.","{""headers"": {""Authorization"": ""Bearer not-a-jwt""}, ""path"": {""id"": ""<disposable_user_id>""}}",DELETE /api/admin/users/:id requires a valid JWT and role=admin (API spec §6; FR-12; SEC-02; SEC-03). The target user must still exist afterwards. HTTP status is not specified.,High,AI,INCOMPLETE,Malformed token is not a valid JWT. HTTP 403/401 is not specified.,,,,Sub-domains: A-AUTH-04 | Type=Invalid | File=tests/test-cases/admin-users/TC-ADMINUSERS-013.md
TC-ADMINUSERS-014,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Create a disposable victim via register (or pick a user id that is not the caller). | Do not use the caller's own id for this case (that would mix self-delete with role).,"{""headers"": {""Authorization"": ""Bearer <user_token>""}, ""path"": {""id"": ""<other_user_id>""}}",A non-admin caller must not delete the target. The target still exists afterwards. HTTP status is not specified.,High,AI,INCOMPLETE,"FR-12 / SEC-03: admin APIs require role=admin, not merely a token. Generated HTTP 403 is not specified.",,,,"Sub-domains: A-AUTH-05, A-ROLE-02 | Type=Invalid | File=tests/test-cases/admin-users/TC-ADMINUSERS-014.md"
TC-ADMINUSERS-015,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Resolve user_self_id from GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <user_token>""}, ""path"": {""id"": ""<user_self_id>""}}",A non-admin token must not delete this account (FR-12 / SEC-03). The user still exists. HTTP status is not specified.,High,AI,INCOMPLETE,Same FR-12 rule; plus FR-19 is irrelevant if the caller is not allowed to use the admin API at all. HTTP 403 is not specified.,,,,"Sub-domains: A-AUTH-05, A-REL-02, A-ROLE-02 | Type=Invalid | File=tests/test-cases/admin-users/TC-ADMINUSERS-015.md"
TC-ADMINUSERS-016,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | Create a disposable user to delete: POST /api/register with a unique email (e.g. del.<timestamp>@example.com), password Password123!, name Disposable User. | Note disposable_user_id from the register response (or GET /api/admin/users). | Do not use seed test@eshop.com as the success-path victim if later tests still need that account.","{""headers"": {""Authorization"": ""Bearer <admin_token>"", ""Content-Type"": ""application/json""}, ""path"": {""id"": ""<disposable_user_id>""}, ""body"": {""force"": true}}","No request body is specified. The path id is the documented identifier. Do not expect the body to be required, forbidden, or honoured. If a user is deleted, it must be the path id, and not the caller if path id is self (FR-19).",Low,AI,INCOMPLETE,No body is documented for DELETE. Assuming the delete still succeeds with {force:true} invents a body-ignored rule.,,,,"Sub-domains: A-ID-01, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-016.md"
